1150,marithor,to inch / move slowly
1151,marnon,contagious
1152,marnor,to infect
1153,maror,to be sick / ill
1154,marōr,to oppose
1155,marorus,opposition
1156,maros,late
1157,marōs,opposite
1158,marros,sick / ill
1159,mavi,dance
1160,mavīos,club
1161,mavor,to dance
1162,max,ten
1163,maxis,ten times
1164,maxos,tenth
1165,meca,cat
1166,mecni,verse / side
1167,mecnīon,version / copy
1168,mecnīscor,to copy
1169,mecnor,to flip
1170,mecor,to turn
1171,mecthi,storm
1172,mecthīon,weather
1173,mecthīora,temperature
1174,mecthor,to twist
1175,mecthus,wire
1176,mefi,snow
1177,mefor,to snow
1178,melia,spirit / soul
1179,melica,ghost
1180,melios,spiritual
1181,melor,to breathe
1182,melōs,animal
1183,mēnaja,presidency
1184,mēnithāmo,metropolis
1185,mēnithi,city
1186,mēnithia,politics
1187,mēnithīon,politician
1188,mēnithios,political
1189,mēnithor,to settle
1190,mēnor,to sit
1191,mēnōs,president
1192,mēpi,damage
1193,mēpon,damaging
1194,mēpor,to damage
1195,meres,boat / ship
1196,meresca,vagina
1197,merīos,island
1198,merīscor,to isolate
1199,meror,to swim
1200,methi,torture
1201,methor,to torture
1202,methōs,torturer
1203,metī,one-thousand
1204,metīāmis,one million times
1205,metīāmo,one million
1206,metīāmos,one millionth
1207,metīis,one-thousand times
1208,metīos,one-thousandth
1209,metīpēs / mp.,millimeter
1210,metīvi,sand
1211,metor,to grind
1212,mevi,sleep
1213,mevīos,area / arena
1214,mevor,to sleep
1215,mexor,to seem
1216,mhinor,to rise
1217,mini,wait
1218,minithon,attentive
1219,minithor,to pay attention
1220,minithrus,attention
1221,minon,patient
1222,minor,to wait
1223,miosi,sex
1224,miosor,to have sex
1225,mis,three times
1226,mithor,to push
1227,mithus,offspring
1228,mnathor,to climb
1229,mnathōs,climber
1230,mneror,to function
1231,mnici,rest (sleep)
1232,mnicior,to rest
1233,mnicon,bothersome
1234,mnicor,to stir / bother
1235,mnicos,angry
1236,mnitia,secret (noun)
1237,mnitios,secret (adjective)
1238,mnitira,orgy
1239,mnitor,to hide
1240,mnitos,dark
1241,mnituor,to darken
1242,mnuis,originally
1243,mnuor,to come
1244,mnuos,original
1245,mnūs,origin
1246,mnūscor,to originate
1247,mo,three
1248,mo carax,three-hundred
1249,mo caraxis,three-hundred times
1250,mo caraxos,three-hundredth
1251,mo metī,three-thousand
1252,mo metīis,three-thousand times
1253,mo metīos,three-thousandth
1254,momax,thirteen
1255,momaxis,thirteen times
1256,momaxos,thirteenth
1257,mopērus,3D
1258,mor,to give
1259,mos,third
1260,mox,thirty
1261,mox ābris,thirty-eight times
1262,mox ābro,thirty-eight
1263,mox ābros,thirty-eighth
1264,mox beī,thirty-six
1265,mox beīis,thirty-six times
1266,mox beīos,thirty-sixth
1267,mox cōd,thirty-seven
1268,mox cōdis,thirty-seven times
1269,mox cōdos,thirty-seventh
1270,mox īratis,thirty-one times
1271,mox īratos,thirty-first
1272,mox īura,thirty-nine
1273,mox īuris,thirty-nine times
1274,mox īuros,thirty-ninth
1275,mox mis,thirty-three times
1276,mox mo,thirty-three
1277,mox mos,thirty-third
1278,mox nō,thirty-one
1279,mox pōma,thirty-five
1280,mox pōmis,thirty-five times
1281,mox pōmos,thirty-fifth
1282,mox rax,thirty-two
1283,mox raxis,thirty-two times
1284,mox raxos,thirty-second
1285,mox sēni,thirty-four
1286,mox sēnios,thirty-fourth
1287,mox sēnīs,thirty-four times
1288,moxis,thirty times
1289,moxos,thirtieth
1290,mus,gift
1291,muscia,talent
1292,muscios,talented
1293,muscor,to gift
1294,mūthi,dream
1295,mūthīos,paradise
1296,mūthnirus,hallucination
1297,mūthnon,hallucinating
1298,mūthnor,to hallucinate
1299,mūthor,to dream
1300,na,without
1301,nacnanos,lower
1302,nacnatos,lowest
1303,nacnor,to lay
1304,nacnos,low
1305,nacnullis,legally
1306,nacnuos,legal
1307,nacnus,law
1308,nacor,to lie (as in bed)
1309,nāmīnīllos,western
1310,nāmīnīos,west
1311,nāmīon,night
1312,nāmo,sky
1313,nastor,to leave
1314,natha,meat
1315,nathaca,carnage
1316,nathnor,to stick
1317,nathoncohonos,glutamate
1318,nathor,to be sticky
1319,naunor,to empty
1320,nauros,empty
1321,nauthi,waste
1322,nauthīos,wasteland
1323,nauthor,to waste
1324,navīora,desertic
1325,navīos,desert
1326,navīs,temple
1327,navollos,godly
1328,navor,to be empty
1329,navos,god
1330,neāmo,moon
1331,neāmora,month
1332,neāmoros,monthly
1333,neca,cop
1334,nefa,feeling
1335,nefor,to feel (reflexive)
1336,nelli,use
1337,nellibos,useful
1338,nellios,usual
1339,nellīs,usually
1340,nellisīos,useless
1341,nellithi,abuse
1342,nellithor,to abuse
1343,nellithōs,abuser
1344,nellor,to use
1345,neor,to measure
1346,nerithor,to like
1347,nernor,to please
1348,nernor,to prove
1349,nernos,thank you
1350,neror,to enjoy
1351,nerra,master
1352,nerrallos,masterly
1353,nerrascor,to master
1354,nerremnuos,welcome
1355,nerris,well (adverb)
1356,nerros,good
1357,nerruon,serotonin
1358,nerruor,to be good
1359,nēs,roof
1360,nēs,rule (instrument)
1361,nescīos,library
1362,nescus,bark (of a tree) / book
1363,nēsīon,chamber
1364,nēsnīvi,camera
1365,neta,lid
1366,netes,skin
1367,netescor,to peel
1368,nethaja,police
1369,nethor,to protect
1370,nethōs,policeman / policewoman
1371,nethrus,protection
1372,netīca,slum
1373,netīos,room
1374,netīvi,cell
1375,netor,to cover
1376,netos,black
1377,netus,shadow
1378,nior,to catch
1379,nīvi,shell
1380,nīviscor,to calculate
1381,nīviscōs,calculator
1382,nīviscrus,calculation
1383,nō,one
1384,nōax,either
1385,nociu,grail
1386,nocni,change
1387,nocnor,to change
1388,nocor,to mix
1389,nocror,to move
1390,nocrus,movement / moment
1391,nocthi,trade
1392,nocthios,commercial
1393,nocthīos,market
1394,nocthīos netuos,black market
1395,nocthor,to trade
1396,nocus,mixture
1397,nōes,anything / whatever / whatsoever / something
1398,nōīos,anywhere / wherever / wheresoever
1399,nom,hey
1400,nom,hi
1401,nōmax,eleven
1402,nōmaxis,eleven times
1403,nōmaxos,eleventh
1404,nōmprithis,simply
1405,nōmprithos,simple
1406,non,yet
1407,nōnios,anyone / anybody / whoever / whosoever
1408,nor,to do (abstract)
1409,nornon,amazing
1410,nornor,to amaze
1411,nōs,any
1412,nōusia,anytime / anywhen / whenever / whensoever
1413,nōvīos,anyhow / however / howsoever
1414,nōx,or
1415,nua,step / degree
1416,nucnor,to sharpen
1417,nucomblona,acetylcholine
1418,nucon,sour
1419,nucor,to be sharp
1420,nucros,sharp
1421,nuinos,closer
1422,nuīon,base
1423,nuīonis,basically
1424,nuīonos,basic
1425,nuīos,ground
1426,nuīscor,to base
1427,nuithāma,alley
1428,nuithāmis,exactly
1429,nuithāmos,narrow
1430,nuithor,to approach
1431,nuithos,near
1432,nuithra,neighbor
1433,nuithralis,neighborhood
1434,nuitos,next
1435,nūnes,finger
1436,nūnescor,to point
1437,nūnīon,digital
1438,nūnīonuor,to digitalize
1439,nūnor,to touch
1440,nuor,to step
1441,nūs,track
1442,nūscor,to track
1443,nūscōs,tracker
1444,nuxta,acid (noun)
1445,nuxtos,acid (adjective)
1446,obi,band
1447,obithor,to spread
1448,obīvi,bacteria
1449,obīvios,bacterial
1450,obor,to stretch
1451,obos,long
1452,obuor,to lengthen
1453,obus,tube
1454,ōd,and
1455,odor,to transfer
1456,odor,to transmit
1457,odōs,transmitter
1458,odrus,transaction
1459,oīāmo,road
1460,oīos,way
1461,oīoscor,to travel
1462,oīoscus,travel / trip
1463,oithor,to drive
1464,oithus,car
1465,oīvo,door
1466,olca,hell
1467,olunor,to kill
1468,olunōs,killer
1469,olvia,death
1470,olvios,deadly
1471,olvor,to die
1472,olvos,dead
1473,ōmithaja,dictatorship
1474,ōmithor,to dictate
1475,ōmithōs,dictator
1476,ōmor,to say
1477,onia,government
1478,onor,to lead
1479,onōs,leader
1480,ōnos,further
1481,ōnuor,to continue
1482,ōnurus,continuation
1483,ōr,to go
1484,ora,sound
1485,orithor,to cry
1486,ornom,hello
1487,ornor,to call
1488,ornos,clear
1489,ornus,class
1490,oror,to sound
1491,os,through
1492,ōs,far
1493,osānirus,preservation
1494,osānor,to preserve
1495,oscion,transparent
1496,osciona,transparisteel
1497,oscior,to look through
1498,osculnor,to cut open
1499,osinirus,translation
1500,osinor,to translate
1501,osinōs,translator
1502,osoes,knife
1503,osoi,piercing
1504,osōn,thought-provoking
1505,osōr,to go through / pierce
1506,osōthon,permissive
1507,osōthor,to allow
1508,osōthrus,permission
1509,osūca,stain
1510,osūcasīos,stainless
1511,osūnirus,performance
1512,osūnor,to perform
1513,osūs,point
1514,osūsces,paint
1515,osūscor,to paint
1516,osūscōs,painter
1517,osūscus,painting
1518,ōthon,missile
1519,ōthor,to send
1520,ōthrus,mission
1521,ōtos,furthest
1522,parīos,bottom
1523,paror,to dive
1524,paros,deep
1525,paruor,to deepen
1526,pasti,ally
1527,pastia,alliance
1528,pastor,to ally
1529,patha,neuron
1530,pathes,chain
1531,pathescor,to chain
1532,pathodōs,neurotransmitter
1533,pathor,to bind
1534,pathōs,bridge
1535,pathus,bond
1536,pella,corpse
1537,pellor,to rot
1538,pellus,rotten
1539,penerris,though / although
1540,pēor,to measure
1541,per,if
1542,perāmo,downfall
1543,pernor,to fell
1544,peror,to fall
1545,pērus,dimension / measurement
1546,pēs / p.,meter
1547,pōma,five
1548,pōma carax,five-hundred
1549,pōma caraxis,five-hundred times
1550,pōma caraxos,five-hundredth
1551,pōma metī,five-thousand
1552,pōma metīis,five-thousand times
1553,pōma metīos,five-thousandth
1554,pōmax,fifteen
1555,pōmaxis,fifteen times
1556,pōmaxos,fifteenth
1557,pōmis,five times
1558,pōmos,fifth
1559,pōns,fifty
1560,pōns ābris,fifty-eight times
1561,pōns ābro,fifty-eight
1562,pōns ābros,fifty-eighth
1563,pōns beī,fifty-six
1564,pōns beīis,fifty-six times
1565,pōns beīos,fifty-sixth
1566,pōns cōd,fifty-seven
1567,pōns cōdis,fifty-seven times
1568,pōns cōdos,fifty-seventh
1569,pōns īratis,fifty-one times
1570,pōns īratos,fifty-first
1571,pōns īura,fifty-nine
1572,pōns īuris,fifty-nine times
1573,pōns īuros,fifty-ninth
1574,pōns mis,fifty-three times
1575,pōns mo,fifty-three
1576,pōns mos,fifty-third
1577,pōns nō,fifty-one
1578,pōns pōma,fifty-fifty
1579,pōns pōmis,fifty-fifty times
1580,pōns pōmos,fifty-fifty
1581,pōns rax,fifty-two
1582,pōns raxis,fifty-two times
1583,pōns raxos,fifty-second
1584,pōns sēni,fifty-four
1585,pōns sēnios,fifty-fourth
1586,pōns sēnīs,fifty-four times
1587,pōnsis,fifty times
1588,pōnsos,fiftieth
1589,pries,something else / else / other
1590,priīos,elsewhere
1591,prinios,another / someone else / somebody else
1592,prios,other
1593,prithor,to fail
1594,prithus,failure
1595,priusia,elsewhen / another time
1596,privīos,otherwise
1597,prumirus,action
1598,prumnon,histamine
1599,prumnos,allergy
1600,prumon,active
1601,prumor,to act
1602,prumus,act
1603,rā,2nd Person Singular (nominative)
1604,rāe,2nd Person Singular (ablative)
1605,rāe,2nd Person Singular (instrumental)
1606,rāē,2nd Person Singular (offerative)
1607,rāi,2nd Person Singular (accusative)
1608,rāī,2nd Person Singular (locative)
1609,ramax,twelve
1610,ramaxis,twelve times
1611,ramaxos,twelfth
1612,rambros,fast
1613,ramithor,to falsify
1614,ramithos,false / fake
1615,ramnellos,organic
1616,ramnes,organ
1617,ramni,work
1618,ramnia,organism
1619,ramnis,at work
1620,ramnon,busy
1621,ramnor,to work
1622,ramnōs,worker
1623,ramnuor,to worry
1624,ramor,to make (concrete)
1625,ranca,thing / stuff
1626,rancīon,real
1627,rās,2nd Person Singular (dative)
1628,rasax,twenty
1629,rasax ābris,twenty-eight times
1630,rasax ābro,twenty-eight
1631,rasax ābros,twenty-eighth
1632,rasax beī,twenty-six
1633,rasax beīis,twenty-six times
1634,rasax beīos,twenty-sixth
1635,rasax cōd,twenty-seven
1636,rasax cōdis,twenty-seven times
1637,rasax cōdos,twenty-seventh
1638,rasax īratis,twenty-one times
1639,rasax īratos,twenty-first
1640,rasax īura,twenty-nine
1641,rasax īuris,twenty-nine times
1642,rasax īuros,twenty-ninth
1643,rasax mis,twenty-three times
1644,rasax mo,twenty-three
1645,rasax mos,twenty-third
1646,rasax nō,twenty-one
1647,rasax pōma,twenty-five
1648,rasax pōmis,twenty-five times
1649,rasax pōmos,twenty-fifth
1650,rasax rax,twenty-two
1651,rasax raxis,twenty-two times
1652,rasax raxos,twenty-second
1653,rasax sēni,twenty-four
1654,rasax sēnios,twenty-fourth
1655,rasax sēnīs,twenty-four times
1656,rasaxis,twenty times
1657,rasaxos,twentieth
1658,rastos,easy
1659,rāthi,harvest
1660,rāthīrrumos,harvest-ready
1661,rāthiscor,to harvest
1662,rāthor,to pluck
1663,rātis,together
1664,rātīvi,molecule
1665,rātīvos,molecular
1666,rātor,to gather
1667,rātos,crowded / crammed / frequent / repeated
1668,rātror,to put together
1669,rātus,mass
1670,rāu,2nd Person Singular (genitive)
1671,rax,two
1672,rax carax,two-hundred
1673,rax caraxis,two-hundred times
1674,rax caraxos,two-hundredth
1675,rax metī,two-thousand
1676,rax metīis,two-thousand times
1677,rax metīos,two-thousandth
1678,raxesi,device
1679,raxesirus,division
1680,raxesor,to divide
1681,raxesos,wide
1682,raxis,twice
1683,raxos,second
1684,raxprithor,to duplicate
1685,raxprithos,duplicate
1686,raxprithrus,duplication
1687,raxum,between
1688,res,tool
1689,rī,2nd Person Plural (locative)
1690,riā,2nd Person Plural (nominative)
1691,riāe,2nd Person Plural (ablative)
1692,riāe,2nd Person Plural (instrumental)
1693,riāē,2nd Person Plural (offerative)
1694,riāex,2nd Person Paucal (ablative)
1695,riāex,2nd Person Paucal (instrumental)
1696,riāēx,2nd Person Paucal (offerative)
1697,riāi,2nd Person Plural (accusative)
1698,riāix,2nd Person Paucal (accusative)
1699,riās,2nd Person Plural (dative)
1700,riāx,2nd Person Paucal (dative)
1701,riāx,2nd Person Paucal (nominative)
1702,rini,condition
1703,rinor,to cause
1704,riō,2nd Person Plural (genitive)
1705,riōx,2nd Person Paucal (genitive)
1706,rīsīāmo,country
1707,rīsīon,land
1708,ritha,plant
1709,rithascirus,cultivation
1710,rithascor,to plant
1711,rithascos,cultural
1712,rithascus,culture
1713,rithīon,place
1714,rithīos,field
1715,rithīscor,to place
1716,rithnor,to flatten
1717,rithor,to be flat
1718,rithros,flat
1719,rīx,2nd Person Paucal (locative)
1720,rōr,to put
1721,scāma,steel
1722,scāmia,force
1723,scāmiascor,to force
1724,scāmīvi,ammunition
1725,scāmos,strong
1726,scāmuor,to strengthen
1727,scinallos,windy
1728,scinīvo,window
1729,scinor,to blow
1730,scinōs,wind
1731,scinōscor,to ventilate
1732,scinōscrus,ventilation
1733,scithīros,brother
1734,scithor,to bleed
1735,scithos,cruel
1736,scithuladri,bloodlust
1737,scithus,blood
1738,scīvi,kidney
1739,scor,to swell
1740,scōri,sign / password
1741,scōrithor,to tear
1742,scōror,to scratch
1743,sei,beginning
1744,seles,mouth
1745,selesca,muzzle
1746,selescor,to muzzle
1747,sellōīvi,uncle
1748,sellōmo,grandfather
1749,sellōs,father
1750,selni,food
1751,selnor,to feed
1752,selōca,giant (noun)
1753,selōcos,giant (adjective)
1754,selor,to eat
1755,selos,enough
1756,sēn,isn't it / eh
1757,sēni,four
1758,sēni carax,four-hundred
1759,sēni caraxis,four-hundred times
1760,sēni caraxos,four-hundredth
1761,sēni metī,four-thousand
1762,sēni metīis,four-thousand times
1763,sēni metīos,four-thousandth
1764,sēnimax,fourteen
1765,sēnimaxis,fourteen times
1766,sēnimaxos,fourteenth
1767,sēnios,forth
1768,sēnīs,four times
1769,sēnix,forty
1770,sēnix ābris,forty-eight times
1771,sēnix ābro,forty-eight
1772,sēnix ābros,forty-eighth
1773,sēnix beī,forty-six
1774,sēnix beīis,forty-six times
1775,sēnix beīos,forty-sixth
1776,sēnix cōd,forty-seven
1777,sēnix cōdis,forty-seven times
1778,sēnix cōdos,forty-seventh
1779,sēnix īratis,forty-one times
1780,sēnix īratos,forty-first
1781,sēnix īura,forty-nine
1782,sēnix īuris,forty-nine times
1783,sēnix īuros,forty-ninth
1784,sēnix mis,forty-three times
1785,sēnix mo,forty-three
1786,sēnix mos,forty-third
1787,sēnix nō,forty-one
1788,sēnix pōma,forty-five
1789,sēnix pōmis,forty-five times
1790,sēnix pōmos,forty-fifth
1791,sēnix rax,forty-two
1792,sēnix raxis,forty-two times
1793,sēnix raxos,forty-second
1794,sēnix sēni,forty-four
1795,sēnix sēnios,forty-fourth
1796,sēnix sēnīs,forty-four times
1797,sēnixis,forty times
1798,sēnixos,fortieth
1799,seor,to start / begin
1800,Serānīos,New Tower
1801,seros,new
1802,si,up
1803,sī,not
1804,siacī,about
1805,siānor,to monitor
1806,siānōs,monitor
1807,siat,over
1808,sīax,neither
1809,sica,love
1810,sicara,boyfriend / girlfrield
1811,sīcelīoros,inhuman
1812,sicīlirus,absorption
1813,sicīlor,to absorb
1814,sicīvi,friend
1815,sicnor,to make love
1816,sicor,to love
1817,sicos,dear
1818,sicōs,lover
1819,sicthor,to believe
1820,sicthōs,believer
1821,sicthus,belief
1822,sīdathrascos,unlimited
1823,sīdostis,unbearably
1824,sīdostos,unbearable
1825,sīemios,unsure
1826,sīencāthon,disobedient
1827,sīencitia,imbalance
1828,siendor,to teach
1829,siendōs,teacher
1830,siendrus,teaching
1831,sīes,nothing
1832,sīesā,you're welcome
1833,sīhārithos,unsafe
1834,sīhārnos,insane
1835,sīinnuos,unnatural
1836,sījostos,unable
1837,sījulllicos,incorrect
1838,sījūson,uncommon
1839,sīlacthios,abnormal
1840,sīlecnios,hopeless
1841,sīminor,impatient
1842,sīnacnullis,illegally
1843,sīnacnuos,illegal
1844,sinca,whore
1845,sīnellios,unusual
1846,sīnios,no one / nobody
1847,sīo,zero
1848,sīornos,unclear
1849,sīos,nowhere
1850,sīosūs,pointless
1851,sīprumon,inactive
1852,sīrancīon,unreal
1853,sīstaunios,powerless
1854,sīstauron,unaware
1855,sīstaustos,impossible
1856,sīstavos,unknown
1857,sīsthallos,cynical
1858,sīsthōs,cynic
1859,sīthlacos,indirect
1860,sithon,inventive
1861,sithōr,to invent
1862,sithorus,invention
1863,sithōs,inventor
1864,siūnirus,transformation
1865,siūnor,to transform
1866,sīusia,never / nowhen
1867,sīutos,micro
1868,sīutovestrus,microchip
1869,sīvāmos,nano
1870,sīvēos,injust / unfair
1871,sīvi,no
1872,sīvīon,infant
1873,sīvīos,no way
1874,sivīunor,to convince
1875,sivixor,to record
1876,sīxeciton,independent
1877,sīxedascis,indefinitely
1878,sīxedascos,indefinite
1879,sīxedon,indifferent
1880,stascon,rich
1881,stascor,to own
1882,stascos,own
1883,stascōs,owner
1884,staunia,power
1885,stauniara,potential
1886,staunios,powerful
1887,staunor,to be able / can
1888,stauron,aware
1889,stauror,to be aware
1890,stauros,wise
1891,staustos,possible
1892,stava,idea
1893,stavi,knowledge
1894,stavia,science
1895,stavisica,philosophy
1896,stavon,conscious
1897,stavor,to know
1898,stavos,known
1899,stōnaja,mechanism
1900,stōnallos,mechanical
1901,stōnōs,machine
1902,stōrnirus,awakening
1903,stōrnor,to wake up / awaken
1904,stōrnos,awake
1905,suffrāton,intelligent
1906,suffrātor,to discern
1907,suīvi,small
1908,suīvira / su.,minute
1909,sum,among
1910,sūxīmbus,colorful
1911,sūxīon,color
1912,sūxīscor,to color
1913,tani,story
1914,tanithes,number
1915,tanithīon,algorithm
1916,tanithor,to count
1917,tanithōs,computer
1918,tanor,to tell
1919,theini,impetus
1920,theinor,to rush upon / attack
1921,themnithor,to listen
1922,themnues,weapon
1923,themnuon,aggressive
1924,themnuor,to attack
1925,thenathnirus,addition
1926,thenathnor,to add
1927,thencādor,to belong
1928,thenerni,approval
1929,thenernor,to approve
1930,thenuor,to advance
1931,thenurus,advancement
1932,theperor,to happen an accident
1933,theperuos,accidental
1934,theperus,accident
1935,thevixirus,adoption
1936,thevixon,adoptive
1937,thevixor,to adopt
1938,thlacor,to direct
1939,thlacos,direct
1940,thlacrus,direction
1941,thōr,to find
1942,thornirus,acclamation
1943,thornor,to acclaim
1944,thosoi,access
1945,thosōr,to access
1946,thōthor,to admit
1947,thōthrus,admission
1948,thrinirus,accusation
1949,thrinor,to accuse
1950,thrinus,category
1951,tiāma,boy
1952,tra,to / towards
1953,trasi,upward
1954,tri,by
1955,trios,behind
1956,trobos,along
1957,tua,stone
1958,tuithon,durasteel
1959,tuithon,while / during
1960,tuithor,to last
1961,tuīvi,nut / nucleus
1962,tuīvios,nuclear
1963,tūnīllos,northern
1964,tūnīos,north
1965,tunor,to harden
1966,tuor,to be hard
1967,turos,hard
1968,ūni,form
1969,ūnīon,caliber
1970,ūnirus,formation
1971,ūniscor,to modify
1972,ūniscrus,modification
1973,ūnor,to form
1974,ūnura,plasmid
1975,ūnus,plasma
1976,usia,time
1977,vada,hole
1978,vadaca,asshole
1979,vador,to dig
1980,vadus,grave
1981,vambror,to pull
1982,vames,heart
1983,vamirus,battery
1984,vamithor,to fight
1985,vāmo,war
1986,vamor,to beat
1987,vasci,credit
1988,vascor,to credit
1989,vāscor,to get
1990,ve,again
1991,vecior,to reflect
1992,vecirus,reflection
1993,vefeor,to remember
1994,vehebon,repressive
1995,vehebor,to repress
1996,vehebos,repressed
1997,vehebrus,repression
1998,vei,treasure
1999,veini,research
2000,veinor,to research
2001,veinōs,researcher
2002,vēithnos,better
2003,vēithor,to fit
2004,vēittos,best
2005,vejullidor,to rebuild / reconstruct
2006,vejullidrus,reconstruvtion
2007,vemprithor,to replicate
2008,vemprithus,replicate
2009,vencior,to reserve
2010,vēndi,rescue
2011,vēndor,to rescue
2012,venicror,to remove
2013,venocror,to remove
2014,venocros,remote
2015,vēnor,to join
2016,vēnus,arm
2017,vēor,to fasten
2018,veornirus,complaint
2019,veornor,to complain
2020,vēos,just / fair
2021,vēpor,to regret
2022,veraxprithor,to reduplicate
2023,veraxprithrus,reduplication
2024,verinor,to refuse
2025,verinus,refusal
2026,verōr,to replace
2027,verorus,replacement
2028,vēros,firm
2029,verumes,cloning machine
2030,verumor,to clone
2031,verumus,clone
2032,vēruor,to firm
2033,vesi,limb
2034,vesirus,section
2035,vesni,wound
2036,vesnia,trauma
2037,vesnor,to wound
2038,vesnos,wounded
2039,vesor,to cut
2040,vesos,short
2041,vesti,mark / brand
2042,vestor,to mark
2043,vestror,to chop
2044,vestrus,chip
2045,vesuis,briefly
2046,vesuīvicies,microscope
2047,vesuor,to shorten
2048,vesuos,brief
2049,vesus,shape
2050,vesuscor,to shape
2051,vetra,back
2052,vetramon,automatic
2053,vetramor,to make something by oneself
2054,vetroluni,suicide
2055,vetrolunor,to commit suicide
2056,veūnirus,reform
2057,veūnor,to reform
2058,vevelirus,solution
2059,vevelor,to solve
2060,vevī,answer
2061,vevidon,reproductive
2062,vevidor,to reproduce
2063,vevidrus,reproduction
2064,vevīor,to answer
2065,vevīstos,responsible
2066,vī,1st Person Plural (locative)
2067,viā,1st Person Plural (nominative)
2068,viāe,1st Person Plural (ablative)
2069,viāe,1st Person Plural (instrumental)
2070,viāē,1st Person Plural (offerative)
2071,viāex,1st Person Paucal (ablative)
2072,viāex,1st Person Paucal (instrumental)
2073,viāēx,1st Person Paucal (offerative)
2074,viāi,1st Person Plural (accusative)
2075,viāix,1st Person Paucal (accusative)
2076,viās,1st Person Plural (dative)
2077,viāx,1st Person Paucal (dative)
2078,viāx,1st Person Paucal (nominative)
2079,vīca,truth
2080,vīcabos,truthful
2081,vīcni,trust
2082,vīcnibos,trustworthy
2083,vīcnor,to trust
2084,vīcor,to be true
2085,vīcris,truly
2086,vīcros,true 
2087,vida,daughter
2088,vidi,art
2089,vidīros,sister
2090,vidīvi,miniature
2091,vidivōnia,technology
2092,vidivōnīon,artificial
2093,vidivōnīon asuffrāton,artificial intelligence
2094,vidivōnios,technological
2095,vidor,to create / produce
2096,vidrus,creation
2097,vidus,creature
2098,vīnirus,reduction
2099,vinnēon,matter
2100,vinni,son
2101,vinnia,gene
2102,vinnialis,genome
2103,vinniodavos / V.,DNA
2104,vinnios,genetic / genetical
2105,vinnios arveburus,genetical manipulation
2106,vinnirus,generation
2107,vinniruscor,to generate
2108,vinnor,to beget / give birth
2109,vinnōs,mother
2110,vinnus,birth
2111,vīnon,reductive
2112,vīnor,to reduce
2113,viō,1st Person Plural (genitive)
2114,viōx,1st Person Paucal (genitive)
2115,vīuni,talk
2116,vīunor,to talk
2117,vīuthi,command
2118,vīuthor,to command
2119,vīuthōs,commander
2120,vīves,voice
2121,vīvesci,vote
2122,vīvescor,to vote
2123,vīvia,language
2124,vīvon,speaker
2125,vīvor,to speak
2126,vīx,1st Person Paucal (locative)
2127,vīx,very
2128,vixnor,to trap
2129,vixor,to take
2130,vixtor,to steal
2131,vixtōs,thief
2132,vixtus,theft
2133,volithor,to loose
2134,vollos,loose
2135,volnor,to free
2136,volnos,free
2137,volor,to loosen
2138,vōnia,study
2139,vōnor,to study
2140,vrumes,cloning machine
2141,vrumirus,cloning
2142,vrumor,to clone
2143,vrumus,clone
2144,vuces,vase / glass
2145,vucīos,bar
2146,vucor,to drink
2147,vuxāmo,crater
2148,xat,after
2149,xatrumor,to mock
2150,xe,off / away
2151,xecādor,to decline
2152,xeciton,dependent
2153,xecitor,to depend
2154,xedascis,definitely
2155,xedascor,to define
2156,xedascos,definite
2157,xedon,different / odd
2158,xedor,to differ
2159,xedothus,oddspring
2160,xefoscor,to wear off
2161,xelidor,to destroy
2162,xelidrus,destruction
2163,xelinithi,defeat
2164,xelinithor,to defeat
2165,xelumirus,development
2166,xelumor,to develop
2167,xemici,fun
2168,xemicor,to have fun
2169,xeniti,discovery
2170,xenitor,to discover
2171,xēnon,absent
2172,xēnor,to be absent
2173,xerithīon,dystopy
2174,xerithīonos,dystopian
2175,xest,above
2176,xevelis,absolutely
2177,xevelor,to dissolve
2178,xevelos,absolute
2179,xevesirus,decision
2180,xevesor,to cut off / decide
2181,xevixor,to take off
2182,xevumbror,to pull off
2183,xhebon,depressive
2184,xhebor,to depress
2185,xhebos,depressed
2186,xhebrus,depression
2187,xia,fire
2188,xies,coal / carbon
2189,xījullūni,eco-system
2190,ximbos,bread
2191,xini,bubble
2192,xinīon,alcohol
2193,xinīonos,alcoholic
2194,xinor,to boil
2195,xion,warm
2196,xīon,house
2197,xionuor,to warm
2198,xior,to burn
2199,xior,to owe / should
2200,xios,brown
2201,xīos,fireplace
2202,xirīllos,southern
2203,xirīos,south
2204,xiror,to glow
2205,xiros,hot
2206,xirōs,sun
2207,xiu,focus
2208,xīulis,constellation
2209,xius,debt
2210,xiuscor,to focus
2211,xīvi,star
2212,xornirus,declaration
2213,xornor,to declare
2214,xōthon,omissive
2215,xōthor,to omit
2216,xōthrus,omission
2217,xūnirus,deformation
2218,xūnor,to deform
